Hexa,Instruction,Type
e304,jrcxz 0x1006,2-byte
e305,jrcxz 0x1007,2-byte
e306,jrcxz 0x1008,2-byte
e307,jrcxz 0x1009,2-byte
e308,jrcxz 0x100a,2-byte
e309,jrcxz 0x100b,2-byte
e30a,jrcxz 0x100c,2-byte
e30b,jrcxz 0x100d,2-byte
e30c,jrcxz 0x100e,2-byte
e30d,jrcxz 0x100f,2-byte
e30e,jrcxz 0x1010,2-byte
e30f,jrcxz 0x1011,2-byte
e310,jrcxz 0x1012,2-byte
e311,jrcxz 0x1013,2-byte
e312,jrcxz 0x1014,2-byte
e313,jrcxz 0x1015,2-byte
e314,jrcxz 0x1016,2-byte
e315,jrcxz 0x1017,2-byte
e316,jrcxz 0x1018,2-byte
e317,jrcxz 0x1019,2-byte
e318,jrcxz 0x101a,2-byte
e319,jrcxz 0x101b,2-byte
e31a,jrcxz 0x101c,2-byte
e31b,jrcxz 0x101d,2-byte
e31c,jrcxz 0x101e,2-byte
e31d,jrcxz 0x101f,2-byte
e31e,jrcxz 0x1020,2-byte
e31f,jrcxz 0x1021,2-byte
e320,jrcxz 0x1022,2-byte
e321,jrcxz 0x1023,2-byte
e322,jrcxz 0x1024,2-byte
e323,jrcxz 0x1025,2-byte
e324,jrcxz 0x1026,2-byte
e325,jrcxz 0x1027,2-byte
e326,jrcxz 0x1028,2-byte
e327,jrcxz 0x1029,2-byte
e328,jrcxz 0x102a,2-byte
e329,jrcxz 0x102b,2-byte
e32a,jrcxz 0x102c,2-byte
e32b,jrcxz 0x102d,2-byte
e32c,jrcxz 0x102e,2-byte
e32d,jrcxz 0x102f,2-byte
e32e,jrcxz 0x1030,2-byte
e32f,jrcxz 0x1031,2-byte
e330,jrcxz 0x1032,2-byte
e331,jrcxz 0x1033,2-byte
e332,jrcxz 0x1034,2-byte
e333,jrcxz 0x1035,2-byte
e334,jrcxz 0x1036,2-byte
e335,jrcxz 0x1037,2-byte
e336,jrcxz 0x1038,2-byte
e337,jrcxz 0x1039,2-byte
e338,jrcxz 0x103a,2-byte
e339,jrcxz 0x103b,2-byte
e33a,jrcxz 0x103c,2-byte
e33b,jrcxz 0x103d,2-byte
e33c,jrcxz 0x103e,2-byte
e33d,jrcxz 0x103f,2-byte
e33e,jrcxz 0x1040,2-byte
e33f,jrcxz 0x1041,2-byte
e340,jrcxz 0x1042,2-byte
e341,jrcxz 0x1043,2-byte
e342,jrcxz 0x1044,2-byte
e343,jrcxz 0x1045,2-byte
e344,jrcxz 0x1046,2-byte
e345,jrcxz 0x1047,2-byte
e346,jrcxz 0x1048,2-byte
e347,jrcxz 0x1049,2-byte
e348,jrcxz 0x104a,2-byte
e349,jrcxz 0x104b,2-byte
e34a,jrcxz 0x104c,2-byte
e34b,jrcxz 0x104d,2-byte
e34c,jrcxz 0x104e,2-byte
e34d,jrcxz 0x104f,2-byte
e34e,jrcxz 0x1050,2-byte
e34f,jrcxz 0x1051,2-byte
e350,jrcxz 0x1052,2-byte
e351,jrcxz 0x1053,2-byte
e352,jrcxz 0x1054,2-byte
e353,jrcxz 0x1055,2-byte
e354,jrcxz 0x1056,2-byte
e355,jrcxz 0x1057,2-byte
e356,jrcxz 0x1058,2-byte
e357,jrcxz 0x1059,2-byte
e358,jrcxz 0x105a,2-byte
e359,jrcxz 0x105b,2-byte
e35a,jrcxz 0x105c,2-byte
e35b,jrcxz 0x105d,2-byte
e35c,jrcxz 0x105e,2-byte
e35d,jrcxz 0x105f,2-byte
e35e,jrcxz 0x1060,2-byte
e35f,jrcxz 0x1061,2-byte
e360,jrcxz 0x1062,2-byte
e361,jrcxz 0x1063,2-byte
e362,jrcxz 0x1064,2-byte
e363,jrcxz 0x1065,2-byte
e364,jrcxz 0x1066,2-byte
e365,jrcxz 0x1067,2-byte
e366,jrcxz 0x1068,2-byte
e367,jrcxz 0x1069,2-byte
e368,jrcxz 0x106a,2-byte
e369,jrcxz 0x106b,2-byte
e36a,jrcxz 0x106c,2-byte
e36b,jrcxz 0x106d,2-byte
e36c,jrcxz 0x106e,2-byte
e36d,jrcxz 0x106f,2-byte
e36e,jrcxz 0x1070,2-byte
e36f,jrcxz 0x1071,2-byte
e370,jrcxz 0x1072,2-byte
e371,jrcxz 0x1073,2-byte
e372,jrcxz 0x1074,2-byte
e373,jrcxz 0x1075,2-byte
e374,jrcxz 0x1076,2-byte
e375,jrcxz 0x1077,2-byte
e376,jrcxz 0x1078,2-byte
e377,jrcxz 0x1079,2-byte
e378,jrcxz 0x107a,2-byte
e379,jrcxz 0x107b,2-byte
e37a,jrcxz 0x107c,2-byte
e37b,jrcxz 0x107d,2-byte
e37c,jrcxz 0x107e,2-byte
e37d,jrcxz 0x107f,2-byte
e37e,jrcxz 0x1080,2-byte
e37f,jrcxz 0x1081,2-byte
e380,jrcxz 0xf82,2-byte
e381,jrcxz 0xf83,2-byte
e382,jrcxz 0xf84,2-byte
e383,jrcxz 0xf85,2-byte
e384,jrcxz 0xf86,2-byte
e385,jrcxz 0xf87,2-byte
e386,jrcxz 0xf88,2-byte
e387,jrcxz 0xf89,2-byte
e388,jrcxz 0xf8a,2-byte
e389,jrcxz 0xf8b,2-byte
e38a,jrcxz 0xf8c,2-byte
e38b,jrcxz 0xf8d,2-byte
e38c,jrcxz 0xf8e,2-byte
e38d,jrcxz 0xf8f,2-byte
e38e,jrcxz 0xf90,2-byte
e38f,jrcxz 0xf91,2-byte
e390,jrcxz 0xf92,2-byte
e391,jrcxz 0xf93,2-byte
e392,jrcxz 0xf94,2-byte
e393,jrcxz 0xf95,2-byte
e394,jrcxz 0xf96,2-byte
e395,jrcxz 0xf97,2-byte
e396,jrcxz 0xf98,2-byte
e397,jrcxz 0xf99,2-byte
e398,jrcxz 0xf9a,2-byte
e399,jrcxz 0xf9b,2-byte
e39a,jrcxz 0xf9c,2-byte
e39b,jrcxz 0xf9d,2-byte
e39c,jrcxz 0xf9e,2-byte
e39d,jrcxz 0xf9f,2-byte
e39e,jrcxz 0xfa0,2-byte
e39f,jrcxz 0xfa1,2-byte
e3a0,jrcxz 0xfa2,2-byte
e3a1,jrcxz 0xfa3,2-byte
e3a2,jrcxz 0xfa4,2-byte
e3a3,jrcxz 0xfa5,2-byte
e3a4,jrcxz 0xfa6,2-byte
e3a5,jrcxz 0xfa7,2-byte
e3a6,jrcxz 0xfa8,2-byte
e3a7,jrcxz 0xfa9,2-byte
e3a8,jrcxz 0xfaa,2-byte
e3a9,jrcxz 0xfab,2-byte
e3aa,jrcxz 0xfac,2-byte
e3ab,jrcxz 0xfad,2-byte
e3ac,jrcxz 0xfae,2-byte
e3ad,jrcxz 0xfaf,2-byte
e3ae,jrcxz 0xfb0,2-byte
e3af,jrcxz 0xfb1,2-byte
e3b0,jrcxz 0xfb2,2-byte
e3b1,jrcxz 0xfb3,2-byte
e3b2,jrcxz 0xfb4,2-byte
e3b3,jrcxz 0xfb5,2-byte
e3b4,jrcxz 0xfb6,2-byte
e3b5,jrcxz 0xfb7,2-byte
e3b6,jrcxz 0xfb8,2-byte
e3b7,jrcxz 0xfb9,2-byte
e3b8,jrcxz 0xfba,2-byte
e3b9,jrcxz 0xfbb,2-byte
e3ba,jrcxz 0xfbc,2-byte
e3bb,jrcxz 0xfbd,2-byte
e3bc,jrcxz 0xfbe,2-byte
e3bd,jrcxz 0xfbf,2-byte
e3be,jrcxz 0xfc0,2-byte
e3bf,jrcxz 0xfc1,2-byte
e3c0,jrcxz 0xfc2,2-byte
e3c1,jrcxz 0xfc3,2-byte
e3c2,jrcxz 0xfc4,2-byte
e3c3,jrcxz 0xfc5,2-byte
e3c4,jrcxz 0xfc6,2-byte
e3c5,jrcxz 0xfc7,2-byte
e3c6,jrcxz 0xfc8,2-byte
e3c7,jrcxz 0xfc9,2-byte
e3c8,jrcxz 0xfca,2-byte
e3c9,jrcxz 0xfcb,2-byte
e3ca,jrcxz 0xfcc,2-byte
e3cb,jrcxz 0xfcd,2-byte
e3cc,jrcxz 0xfce,2-byte
e3cd,jrcxz 0xfcf,2-byte
e3ce,jrcxz 0xfd0,2-byte
e3cf,jrcxz 0xfd1,2-byte
e3d0,jrcxz 0xfd2,2-byte
e3d1,jrcxz 0xfd3,2-byte
e3d2,jrcxz 0xfd4,2-byte
e3d3,jrcxz 0xfd5,2-byte
e3d4,jrcxz 0xfd6,2-byte
e3d5,jrcxz 0xfd7,2-byte
e3d6,jrcxz 0xfd8,2-byte
e3d7,jrcxz 0xfd9,2-byte
e3d8,jrcxz 0xfda,2-byte
e3d9,jrcxz 0xfdb,2-byte
e3da,jrcxz 0xfdc,2-byte
e3db,jrcxz 0xfdd,2-byte
e3dc,jrcxz 0xfde,2-byte
e3dd,jrcxz 0xfdf,2-byte
e3de,jrcxz 0xfe0,2-byte
e3df,jrcxz 0xfe1,2-byte
e3e0,jrcxz 0xfe2,2-byte
e3e1,jrcxz 0xfe3,2-byte
e3e2,jrcxz 0xfe4,2-byte
e3e3,jrcxz 0xfe5,2-byte
e3e4,jrcxz 0xfe6,2-byte
e3e5,jrcxz 0xfe7,2-byte
e3e6,jrcxz 0xfe8,2-byte
e3e7,jrcxz 0xfe9,2-byte
e3e8,jrcxz 0xfea,2-byte
e3e9,jrcxz 0xfeb,2-byte
e3ea,jrcxz 0xfec,2-byte
e3eb,jrcxz 0xfed,2-byte
e3ec,jrcxz 0xfee,2-byte
e3ed,jrcxz 0xfef,2-byte
e3ee,jrcxz 0xff0,2-byte
e3ef,jrcxz 0xff1,2-byte
e3f0,jrcxz 0xff2,2-byte
e3f1,jrcxz 0xff3,2-byte
e3f2,jrcxz 0xff4,2-byte
e3f3,jrcxz 0xff5,2-byte
e3f4,jrcxz 0xff6,2-byte
e3f5,jrcxz 0xff7,2-byte
e3f6,jrcxz 0xff8,2-byte
e3f7,jrcxz 0xff9,2-byte
e3f8,jrcxz 0xffa,2-byte
e3f9,jrcxz 0xffb,2-byte
e3fa,jrcxz 0xffc,2-byte
e3fb,jrcxz 0xffd,2-byte
e3fc,jrcxz 0xffe,2-byte
e3fd,jrcxz 0xfff,2-byte
e3fe,jrcxz 0x1000,2-byte
e3ff,jrcxz 0x1001,2-byte
e400,"in al, 0",2-byte
e401,"in al, 1",2-byte
e402,"in al, 2",2-byte
e403,"in al, 3",2-byte
e404,"in al, 4",2-byte
e405,"in al, 5",2-byte
e406,"in al, 6",2-byte
e407,"in al, 7",2-byte
e408,"in al, 8",2-byte
e409,"in al, 9",2-byte
e40a,"in al, 0xa",2-byte
e40b,"in al, 0xb",2-byte
e40c,"in al, 0xc",2-byte
e40d,"in al, 0xd",2-byte
e40e,"in al, 0xe",2-byte
e40f,"in al, 0xf",2-byte
e410,"in al, 0x10",2-byte
e411,"in al, 0x11",2-byte
e412,"in al, 0x12",2-byte
e413,"in al, 0x13",2-byte
e414,"in al, 0x14",2-byte
e415,"in al, 0x15",2-byte
e416,"in al, 0x16",2-byte
e417,"in al, 0x17",2-byte
e418,"in al, 0x18",2-byte
e419,"in al, 0x19",2-byte
e41a,"in al, 0x1a",2-byte
e41b,"in al, 0x1b",2-byte
e41c,"in al, 0x1c",2-byte
e41d,"in al, 0x1d",2-byte
e41e,"in al, 0x1e",2-byte
e41f,"in al, 0x1f",2-byte
e420,"in al, 0x20",2-byte
e421,"in al, 0x21",2-byte
e422,"in al, 0x22",2-byte
e423,"in al, 0x23",2-byte
e424,"in al, 0x24",2-byte
e425,"in al, 0x25",2-byte
e426,"in al, 0x26",2-byte
e427,"in al, 0x27",2-byte
e428,"in al, 0x28",2-byte
e429,"in al, 0x29",2-byte
e42a,"in al, 0x2a",2-byte
e42b,"in al, 0x2b",2-byte
e42c,"in al, 0x2c",2-byte
e42d,"in al, 0x2d",2-byte
e42e,"in al, 0x2e",2-byte
e42f,"in al, 0x2f",2-byte
e430,"in al, 0x30",2-byte
e431,"in al, 0x31",2-byte
e432,"in al, 0x32",2-byte
e433,"in al, 0x33",2-byte
e434,"in al, 0x34",2-byte
e435,"in al, 0x35",2-byte
e436,"in al, 0x36",2-byte
e437,"in al, 0x37",2-byte
e438,"in al, 0x38",2-byte
e439,"in al, 0x39",2-byte
e43a,"in al, 0x3a",2-byte
e43b,"in al, 0x3b",2-byte
e43c,"in al, 0x3c",2-byte
e43d,"in al, 0x3d",2-byte
e43e,"in al, 0x3e",2-byte
e43f,"in al, 0x3f",2-byte
e440,"in al, 0x40",2-byte
e441,"in al, 0x41",2-byte
e442,"in al, 0x42",2-byte
e443,"in al, 0x43",2-byte
e444,"in al, 0x44",2-byte
e445,"in al, 0x45",2-byte
e446,"in al, 0x46",2-byte
e447,"in al, 0x47",2-byte
e448,"in al, 0x48",2-byte
e449,"in al, 0x49",2-byte
e44a,"in al, 0x4a",2-byte
e44b,"in al, 0x4b",2-byte
e44c,"in al, 0x4c",2-byte
e44d,"in al, 0x4d",2-byte
e44e,"in al, 0x4e",2-byte
e44f,"in al, 0x4f",2-byte
e450,"in al, 0x50",2-byte
e451,"in al, 0x51",2-byte
e452,"in al, 0x52",2-byte
e453,"in al, 0x53",2-byte
e454,"in al, 0x54",2-byte
e455,"in al, 0x55",2-byte
e456,"in al, 0x56",2-byte
e457,"in al, 0x57",2-byte
e458,"in al, 0x58",2-byte
e459,"in al, 0x59",2-byte
e45a,"in al, 0x5a",2-byte
e45b,"in al, 0x5b",2-byte
e45c,"in al, 0x5c",2-byte
e45d,"in al, 0x5d",2-byte
e45e,"in al, 0x5e",2-byte
e45f,"in al, 0x5f",2-byte
e460,"in al, 0x60",2-byte
e461,"in al, 0x61",2-byte
e462,"in al, 0x62",2-byte
e463,"in al, 0x63",2-byte
e464,"in al, 0x64",2-byte
e465,"in al, 0x65",2-byte
e466,"in al, 0x66",2-byte
e467,"in al, 0x67",2-byte
e468,"in al, 0x68",2-byte
e469,"in al, 0x69",2-byte
e46a,"in al, 0x6a",2-byte
e46b,"in al, 0x6b",2-byte
e46c,"in al, 0x6c",2-byte
e46d,"in al, 0x6d",2-byte
e46e,"in al, 0x6e",2-byte
e46f,"in al, 0x6f",2-byte
e470,"in al, 0x70",2-byte
e471,"in al, 0x71",2-byte
e472,"in al, 0x72",2-byte
e473,"in al, 0x73",2-byte
e474,"in al, 0x74",2-byte
e475,"in al, 0x75",2-byte
e476,"in al, 0x76",2-byte
e477,"in al, 0x77",2-byte
e478,"in al, 0x78",2-byte
e479,"in al, 0x79",2-byte
e47a,"in al, 0x7a",2-byte
e47b,"in al, 0x7b",2-byte
e47c,"in al, 0x7c",2-byte
e47d,"in al, 0x7d",2-byte
e47e,"in al, 0x7e",2-byte
e47f,"in al, 0x7f",2-byte
e480,"in al, 0x80",2-byte
e481,"in al, 0x81",2-byte
e482,"in al, 0x82",2-byte
e483,"in al, 0x83",2-byte
e484,"in al, 0x84",2-byte
e485,"in al, 0x85",2-byte
e486,"in al, 0x86",2-byte
e487,"in al, 0x87",2-byte
e488,"in al, 0x88",2-byte
e489,"in al, 0x89",2-byte
e48a,"in al, 0x8a",2-byte
e48b,"in al, 0x8b",2-byte
e48c,"in al, 0x8c",2-byte
e48d,"in al, 0x8d",2-byte
e48e,"in al, 0x8e",2-byte
e48f,"in al, 0x8f",2-byte
e490,"in al, 0x90",2-byte
e491,"in al, 0x91",2-byte
e492,"in al, 0x92",2-byte
e493,"in al, 0x93",2-byte
e494,"in al, 0x94",2-byte
e495,"in al, 0x95",2-byte
e496,"in al, 0x96",2-byte
e497,"in al, 0x97",2-byte
e498,"in al, 0x98",2-byte
e499,"in al, 0x99",2-byte
e49a,"in al, 0x9a",2-byte
e49b,"in al, 0x9b",2-byte
e49c,"in al, 0x9c",2-byte
e49d,"in al, 0x9d",2-byte
e49e,"in al, 0x9e",2-byte
e49f,"in al, 0x9f",2-byte
e4a0,"in al, 0xa0",2-byte
e4a1,"in al, 0xa1",2-byte
e4a2,"in al, 0xa2",2-byte
e4a3,"in al, 0xa3",2-byte
e4a4,"in al, 0xa4",2-byte
e4a5,"in al, 0xa5",2-byte
e4a6,"in al, 0xa6",2-byte
e4a7,"in al, 0xa7",2-byte
e4a8,"in al, 0xa8",2-byte
e4a9,"in al, 0xa9",2-byte
e4aa,"in al, 0xaa",2-byte
e4ab,"in al, 0xab",2-byte
e4ac,"in al, 0xac",2-byte
e4ad,"in al, 0xad",2-byte
e4ae,"in al, 0xae",2-byte
e4af,"in al, 0xaf",2-byte
e4b0,"in al, 0xb0",2-byte
e4b1,"in al, 0xb1",2-byte
e4b2,"in al, 0xb2",2-byte
e4b3,"in al, 0xb3",2-byte
e4b4,"in al, 0xb4",2-byte
e4b5,"in al, 0xb5",2-byte
e4b6,"in al, 0xb6",2-byte
e4b7,"in al, 0xb7",2-byte
e4b8,"in al, 0xb8",2-byte
e4b9,"in al, 0xb9",2-byte
e4ba,"in al, 0xba",2-byte
e4bb,"in al, 0xbb",2-byte
e4bc,"in al, 0xbc",2-byte
e4bd,"in al, 0xbd",2-byte
e4be,"in al, 0xbe",2-byte
e4bf,"in al, 0xbf",2-byte
e4c0,"in al, 0xc0",2-byte
e4c1,"in al, 0xc1",2-byte
e4c2,"in al, 0xc2",2-byte
e4c3,"in al, 0xc3",2-byte
e4c4,"in al, 0xc4",2-byte
e4c5,"in al, 0xc5",2-byte
e4c6,"in al, 0xc6",2-byte
e4c7,"in al, 0xc7",2-byte
e4c8,"in al, 0xc8",2-byte
e4c9,"in al, 0xc9",2-byte
e4ca,"in al, 0xca",2-byte
e4cb,"in al, 0xcb",2-byte
e4cc,"in al, 0xcc",2-byte
e4cd,"in al, 0xcd",2-byte
e4ce,"in al, 0xce",2-byte
e4cf,"in al, 0xcf",2-byte
e4d0,"in al, 0xd0",2-byte
e4d1,"in al, 0xd1",2-byte
e4d2,"in al, 0xd2",2-byte
e4d3,"in al, 0xd3",2-byte
e4d4,"in al, 0xd4",2-byte
e4d5,"in al, 0xd5",2-byte
e4d6,"in al, 0xd6",2-byte
e4d7,"in al, 0xd7",2-byte
e4d8,"in al, 0xd8",2-byte
e4d9,"in al, 0xd9",2-byte
e4da,"in al, 0xda",2-byte
e4db,"in al, 0xdb",2-byte
e4dc,"in al, 0xdc",2-byte
e4dd,"in al, 0xdd",2-byte
e4de,"in al, 0xde",2-byte
e4df,"in al, 0xdf",2-byte
e4e0,"in al, 0xe0",2-byte
e4e1,"in al, 0xe1",2-byte
e4e2,"in al, 0xe2",2-byte
e4e3,"in al, 0xe3",2-byte
e4e4,"in al, 0xe4",2-byte
e4e5,"in al, 0xe5",2-byte
e4e6,"in al, 0xe6",2-byte
e4e7,"in al, 0xe7",2-byte
e4e8,"in al, 0xe8",2-byte
e4e9,"in al, 0xe9",2-byte
e4ea,"in al, 0xea",2-byte
e4eb,"in al, 0xeb",2-byte
e4ec,"in al, 0xec",2-byte
e4ed,"in al, 0xed",2-byte
e4ee,"in al, 0xee",2-byte
e4ef,"in al, 0xef",2-byte
e4f0,"in al, 0xf0",2-byte
e4f1,"in al, 0xf1",2-byte
e4f2,"in al, 0xf2",2-byte
e4f3,"in al, 0xf3",2-byte
e4f4,"in al, 0xf4",2-byte
e4f5,"in al, 0xf5",2-byte
e4f6,"in al, 0xf6",2-byte
e4f7,"in al, 0xf7",2-byte
e4f8,"in al, 0xf8",2-byte
e4f9,"in al, 0xf9",2-byte
e4fa,"in al, 0xfa",2-byte
e4fb,"in al, 0xfb",2-byte
e4fc,"in al, 0xfc",2-byte
e4fd,"in al, 0xfd",2-byte
e4fe,"in al, 0xfe",2-byte
e4ff,"in al, 0xff",2-byte
e500,"in eax, 0",2-byte
e501,"in eax, 1",2-byte
e502,"in eax, 2",2-byte
e503,"in eax, 3",2-byte
e504,"in eax, 4",2-byte
e505,"in eax, 5",2-byte
e506,"in eax, 6",2-byte
e507,"in eax, 7",2-byte
e508,"in eax, 8",2-byte
e509,"in eax, 9",2-byte
e50a,"in eax, 0xa",2-byte
e50b,"in eax, 0xb",2-byte
e50c,"in eax, 0xc",2-byte
e50d,"in eax, 0xd",2-byte
e50e,"in eax, 0xe",2-byte
e50f,"in eax, 0xf",2-byte
e510,"in eax, 0x10",2-byte
e511,"in eax, 0x11",2-byte
e512,"in eax, 0x12",2-byte
e513,"in eax, 0x13",2-byte
e514,"in eax, 0x14",2-byte
e515,"in eax, 0x15",2-byte
e516,"in eax, 0x16",2-byte
e517,"in eax, 0x17",2-byte
e518,"in eax, 0x18",2-byte
e519,"in eax, 0x19",2-byte
e51a,"in eax, 0x1a",2-byte
e51b,"in eax, 0x1b",2-byte
e51c,"in eax, 0x1c",2-byte
e51d,"in eax, 0x1d",2-byte
e51e,"in eax, 0x1e",2-byte
e51f,"in eax, 0x1f",2-byte
e520,"in eax, 0x20",2-byte
e521,"in eax, 0x21",2-byte
e522,"in eax, 0x22",2-byte
e523,"in eax, 0x23",2-byte
e524,"in eax, 0x24",2-byte
e525,"in eax, 0x25",2-byte
e526,"in eax, 0x26",2-byte
e527,"in eax, 0x27",2-byte
e528,"in eax, 0x28",2-byte
e529,"in eax, 0x29",2-byte
e52a,"in eax, 0x2a",2-byte
e52b,"in eax, 0x2b",2-byte
e52c,"in eax, 0x2c",2-byte
e52d,"in eax, 0x2d",2-byte
e52e,"in eax, 0x2e",2-byte
e52f,"in eax, 0x2f",2-byte
e530,"in eax, 0x30",2-byte
e531,"in eax, 0x31",2-byte
e532,"in eax, 0x32",2-byte
e533,"in eax, 0x33",2-byte
e534,"in eax, 0x34",2-byte
e535,"in eax, 0x35",2-byte
e536,"in eax, 0x36",2-byte
e537,"in eax, 0x37",2-byte
e538,"in eax, 0x38",2-byte
e539,"in eax, 0x39",2-byte
e53a,"in eax, 0x3a",2-byte
e53b,"in eax, 0x3b",2-byte
e53c,"in eax, 0x3c",2-byte
e53d,"in eax, 0x3d",2-byte
e53e,"in eax, 0x3e",2-byte
e53f,"in eax, 0x3f",2-byte
e540,"in eax, 0x40",2-byte
e541,"in eax, 0x41",2-byte
e542,"in eax, 0x42",2-byte
e543,"in eax, 0x43",2-byte
e544,"in eax, 0x44",2-byte
e545,"in eax, 0x45",2-byte
e546,"in eax, 0x46",2-byte
e547,"in eax, 0x47",2-byte
e548,"in eax, 0x48",2-byte
e549,"in eax, 0x49",2-byte
e54a,"in eax, 0x4a",2-byte
e54b,"in eax, 0x4b",2-byte
e54c,"in eax, 0x4c",2-byte
e54d,"in eax, 0x4d",2-byte
e54e,"in eax, 0x4e",2-byte
e54f,"in eax, 0x4f",2-byte
e550,"in eax, 0x50",2-byte
e551,"in eax, 0x51",2-byte
e552,"in eax, 0x52",2-byte
e553,"in eax, 0x53",2-byte
e554,"in eax, 0x54",2-byte
e555,"in eax, 0x55",2-byte
e556,"in eax, 0x56",2-byte
e557,"in eax, 0x57",2-byte
e558,"in eax, 0x58",2-byte
e559,"in eax, 0x59",2-byte
e55a,"in eax, 0x5a",2-byte
e55b,"in eax, 0x5b",2-byte
e55c,"in eax, 0x5c",2-byte
e55d,"in eax, 0x5d",2-byte
e55e,"in eax, 0x5e",2-byte
e55f,"in eax, 0x5f",2-byte
e560,"in eax, 0x60",2-byte
e561,"in eax, 0x61",2-byte
e562,"in eax, 0x62",2-byte
e563,"in eax, 0x63",2-byte
e564,"in eax, 0x64",2-byte
e565,"in eax, 0x65",2-byte
e566,"in eax, 0x66",2-byte
e567,"in eax, 0x67",2-byte
e568,"in eax, 0x68",2-byte
e569,"in eax, 0x69",2-byte
e56a,"in eax, 0x6a",2-byte
e56b,"in eax, 0x6b",2-byte
e56c,"in eax, 0x6c",2-byte
e56d,"in eax, 0x6d",2-byte
e56e,"in eax, 0x6e",2-byte
e56f,"in eax, 0x6f",2-byte
e570,"in eax, 0x70",2-byte
e571,"in eax, 0x71",2-byte
e572,"in eax, 0x72",2-byte
e573,"in eax, 0x73",2-byte
e574,"in eax, 0x74",2-byte
e575,"in eax, 0x75",2-byte
e576,"in eax, 0x76",2-byte
e577,"in eax, 0x77",2-byte
e578,"in eax, 0x78",2-byte
e579,"in eax, 0x79",2-byte
e57a,"in eax, 0x7a",2-byte
e57b,"in eax, 0x7b",2-byte
e57c,"in eax, 0x7c",2-byte
e57d,"in eax, 0x7d",2-byte
e57e,"in eax, 0x7e",2-byte
e57f,"in eax, 0x7f",2-byte
e580,"in eax, 0x80",2-byte
e581,"in eax, 0x81",2-byte
e582,"in eax, 0x82",2-byte
e583,"in eax, 0x83",2-byte
e584,"in eax, 0x84",2-byte
e585,"in eax, 0x85",2-byte
e586,"in eax, 0x86",2-byte
e587,"in eax, 0x87",2-byte
e588,"in eax, 0x88",2-byte
e589,"in eax, 0x89",2-byte
e58a,"in eax, 0x8a",2-byte
e58b,"in eax, 0x8b",2-byte
e58c,"in eax, 0x8c",2-byte
e58d,"in eax, 0x8d",2-byte
e58e,"in eax, 0x8e",2-byte
e58f,"in eax, 0x8f",2-byte
e590,"in eax, 0x90",2-byte
e591,"in eax, 0x91",2-byte
e592,"in eax, 0x92",2-byte
e593,"in eax, 0x93",2-byte
e594,"in eax, 0x94",2-byte
e595,"in eax, 0x95",2-byte
e596,"in eax, 0x96",2-byte
e597,"in eax, 0x97",2-byte
e598,"in eax, 0x98",2-byte
e599,"in eax, 0x99",2-byte
e59a,"in eax, 0x9a",2-byte
e59b,"in eax, 0x9b",2-byte
e59c,"in eax, 0x9c",2-byte
e59d,"in eax, 0x9d",2-byte
e59e,"in eax, 0x9e",2-byte
e59f,"in eax, 0x9f",2-byte
e5a0,"in eax, 0xa0",2-byte
e5a1,"in eax, 0xa1",2-byte
e5a2,"in eax, 0xa2",2-byte
e5a3,"in eax, 0xa3",2-byte
e5a4,"in eax, 0xa4",2-byte
e5a5,"in eax, 0xa5",2-byte
e5a6,"in eax, 0xa6",2-byte
e5a7,"in eax, 0xa7",2-byte
e5a8,"in eax, 0xa8",2-byte
e5a9,"in eax, 0xa9",2-byte
e5aa,"in eax, 0xaa",2-byte
e5ab,"in eax, 0xab",2-byte
e5ac,"in eax, 0xac",2-byte
e5ad,"in eax, 0xad",2-byte
e5ae,"in eax, 0xae",2-byte
e5af,"in eax, 0xaf",2-byte
e5b0,"in eax, 0xb0",2-byte
e5b1,"in eax, 0xb1",2-byte
e5b2,"in eax, 0xb2",2-byte
e5b3,"in eax, 0xb3",2-byte
e5b4,"in eax, 0xb4",2-byte
e5b5,"in eax, 0xb5",2-byte
e5b6,"in eax, 0xb6",2-byte
e5b7,"in eax, 0xb7",2-byte
e5b8,"in eax, 0xb8",2-byte
e5b9,"in eax, 0xb9",2-byte
e5ba,"in eax, 0xba",2-byte
e5bb,"in eax, 0xbb",2-byte
e5bc,"in eax, 0xbc",2-byte
e5bd,"in eax, 0xbd",2-byte
e5be,"in eax, 0xbe",2-byte
e5bf,"in eax, 0xbf",2-byte
e5c0,"in eax, 0xc0",2-byte
e5c1,"in eax, 0xc1",2-byte
e5c2,"in eax, 0xc2",2-byte
e5c3,"in eax, 0xc3",2-byte
e5c4,"in eax, 0xc4",2-byte
e5c5,"in eax, 0xc5",2-byte
e5c6,"in eax, 0xc6",2-byte
e5c7,"in eax, 0xc7",2-byte
e5c8,"in eax, 0xc8",2-byte
e5c9,"in eax, 0xc9",2-byte
e5ca,"in eax, 0xca",2-byte
e5cb,"in eax, 0xcb",2-byte
e5cc,"in eax, 0xcc",2-byte
e5cd,"in eax, 0xcd",2-byte
e5ce,"in eax, 0xce",2-byte
e5cf,"in eax, 0xcf",2-byte
e5d0,"in eax, 0xd0",2-byte
e5d1,"in eax, 0xd1",2-byte
e5d2,"in eax, 0xd2",2-byte
e5d3,"in eax, 0xd3",2-byte
e5d4,"in eax, 0xd4",2-byte
e5d5,"in eax, 0xd5",2-byte
e5d6,"in eax, 0xd6",2-byte
e5d7,"in eax, 0xd7",2-byte
e5d8,"in eax, 0xd8",2-byte
