Hexa,Instruction,Type
dfc3,ffreep st(3),2-byte
dfc4,ffreep st(4),2-byte
dfc5,ffreep st(5),2-byte
dfc6,ffreep st(6),2-byte
dfc7,ffreep st(7),2-byte
dfe0,fnstsw ax,2-byte
dfe8,fucompi st(0),2-byte
dfe9,fucompi st(1),2-byte
dfea,fucompi st(2),2-byte
dfeb,fucompi st(3),2-byte
dfec,fucompi st(4),2-byte
dfed,fucompi st(5),2-byte
dfee,fucompi st(6),2-byte
dfef,fucompi st(7),2-byte
dff0,fcompi st(0),2-byte
dff1,fcompi st(1),2-byte
dff2,fcompi st(2),2-byte
dff3,fcompi st(3),2-byte
dff4,fcompi st(4),2-byte
dff5,fcompi st(5),2-byte
dff6,fcompi st(6),2-byte
dff7,fcompi st(7),2-byte
e000,loopne 0x1002,2-byte
e001,loopne 0x1003,2-byte
e002,loopne 0x1004,2-byte
e003,loopne 0x1005,2-byte
e004,loopne 0x1006,2-byte
e005,loopne 0x1007,2-byte
e006,loopne 0x1008,2-byte
e007,loopne 0x1009,2-byte
e008,loopne 0x100a,2-byte
e009,loopne 0x100b,2-byte
e00a,loopne 0x100c,2-byte
e00b,loopne 0x100d,2-byte
e00c,loopne 0x100e,2-byte
e00d,loopne 0x100f,2-byte
e00e,loopne 0x1010,2-byte
e00f,loopne 0x1011,2-byte
e010,loopne 0x1012,2-byte
e011,loopne 0x1013,2-byte
e012,loopne 0x1014,2-byte
e013,loopne 0x1015,2-byte
e014,loopne 0x1016,2-byte
e015,loopne 0x1017,2-byte
e016,loopne 0x1018,2-byte
e017,loopne 0x1019,2-byte
e018,loopne 0x101a,2-byte
e019,loopne 0x101b,2-byte
e01a,loopne 0x101c,2-byte
e01b,loopne 0x101d,2-byte
e01c,loopne 0x101e,2-byte
e01d,loopne 0x101f,2-byte
e01e,loopne 0x1020,2-byte
e01f,loopne 0x1021,2-byte
e020,loopne 0x1022,2-byte
e021,loopne 0x1023,2-byte
e022,loopne 0x1024,2-byte
e023,loopne 0x1025,2-byte
e024,loopne 0x1026,2-byte
e025,loopne 0x1027,2-byte
e026,loopne 0x1028,2-byte
e027,loopne 0x1029,2-byte
e028,loopne 0x102a,2-byte
e029,loopne 0x102b,2-byte
e02a,loopne 0x102c,2-byte
e02b,loopne 0x102d,2-byte
e02c,loopne 0x102e,2-byte
e02d,loopne 0x102f,2-byte
e02e,loopne 0x1030,2-byte
e02f,loopne 0x1031,2-byte
e030,loopne 0x1032,2-byte
e031,loopne 0x1033,2-byte
e032,loopne 0x1034,2-byte
e033,loopne 0x1035,2-byte
e034,loopne 0x1036,2-byte
e035,loopne 0x1037,2-byte
e036,loopne 0x1038,2-byte
e037,loopne 0x1039,2-byte
e038,loopne 0x103a,2-byte
e039,loopne 0x103b,2-byte
e03a,loopne 0x103c,2-byte
e03b,loopne 0x103d,2-byte
e03c,loopne 0x103e,2-byte
e03d,loopne 0x103f,2-byte
e03e,loopne 0x1040,2-byte
e03f,loopne 0x1041,2-byte
e040,loopne 0x1042,2-byte
e041,loopne 0x1043,2-byte
e042,loopne 0x1044,2-byte
e043,loopne 0x1045,2-byte
e044,loopne 0x1046,2-byte
e045,loopne 0x1047,2-byte
e046,loopne 0x1048,2-byte
e047,loopne 0x1049,2-byte
e048,loopne 0x104a,2-byte
e049,loopne 0x104b,2-byte
e04a,loopne 0x104c,2-byte
e04b,loopne 0x104d,2-byte
e04c,loopne 0x104e,2-byte
e04d,loopne 0x104f,2-byte
e04e,loopne 0x1050,2-byte
e04f,loopne 0x1051,2-byte
e050,loopne 0x1052,2-byte
e051,loopne 0x1053,2-byte
e052,loopne 0x1054,2-byte
e053,loopne 0x1055,2-byte
e054,loopne 0x1056,2-byte
e055,loopne 0x1057,2-byte
e056,loopne 0x1058,2-byte
e057,loopne 0x1059,2-byte
e058,loopne 0x105a,2-byte
e059,loopne 0x105b,2-byte
e05a,loopne 0x105c,2-byte
e05b,loopne 0x105d,2-byte
e05c,loopne 0x105e,2-byte
e05d,loopne 0x105f,2-byte
e05e,loopne 0x1060,2-byte
e05f,loopne 0x1061,2-byte
e060,loopne 0x1062,2-byte
e061,loopne 0x1063,2-byte
e062,loopne 0x1064,2-byte
e063,loopne 0x1065,2-byte
e064,loopne 0x1066,2-byte
e065,loopne 0x1067,2-byte
e066,loopne 0x1068,2-byte
e067,loopne 0x1069,2-byte
e068,loopne 0x106a,2-byte
e069,loopne 0x106b,2-byte
e06a,loopne 0x106c,2-byte
e06b,loopne 0x106d,2-byte
e06c,loopne 0x106e,2-byte
e06d,loopne 0x106f,2-byte
e06e,loopne 0x1070,2-byte
e06f,loopne 0x1071,2-byte
e070,loopne 0x1072,2-byte
e071,loopne 0x1073,2-byte
e072,loopne 0x1074,2-byte
e073,loopne 0x1075,2-byte
e074,loopne 0x1076,2-byte
e075,loopne 0x1077,2-byte
e076,loopne 0x1078,2-byte
e077,loopne 0x1079,2-byte
e078,loopne 0x107a,2-byte
e079,loopne 0x107b,2-byte
e07a,loopne 0x107c,2-byte
e07b,loopne 0x107d,2-byte
e07c,loopne 0x107e,2-byte
e07d,loopne 0x107f,2-byte
e07e,loopne 0x1080,2-byte
e07f,loopne 0x1081,2-byte
e080,loopne 0xf82,2-byte
e081,loopne 0xf83,2-byte
e082,loopne 0xf84,2-byte
e083,loopne 0xf85,2-byte
e084,loopne 0xf86,2-byte
e085,loopne 0xf87,2-byte
e086,loopne 0xf88,2-byte
e087,loopne 0xf89,2-byte
e088,loopne 0xf8a,2-byte
e089,loopne 0xf8b,2-byte
e08a,loopne 0xf8c,2-byte
e08b,loopne 0xf8d,2-byte
e08c,loopne 0xf8e,2-byte
e08d,loopne 0xf8f,2-byte
e08e,loopne 0xf90,2-byte
e08f,loopne 0xf91,2-byte
e090,loopne 0xf92,2-byte
e091,loopne 0xf93,2-byte
e092,loopne 0xf94,2-byte
e093,loopne 0xf95,2-byte
e094,loopne 0xf96,2-byte
e095,loopne 0xf97,2-byte
e096,loopne 0xf98,2-byte
e097,loopne 0xf99,2-byte
e098,loopne 0xf9a,2-byte
e099,loopne 0xf9b,2-byte
e09a,loopne 0xf9c,2-byte
e09b,loopne 0xf9d,2-byte
e09c,loopne 0xf9e,2-byte
e09d,loopne 0xf9f,2-byte
e09e,loopne 0xfa0,2-byte
e09f,loopne 0xfa1,2-byte
e0a0,loopne 0xfa2,2-byte
e0a1,loopne 0xfa3,2-byte
e0a2,loopne 0xfa4,2-byte
e0a3,loopne 0xfa5,2-byte
e0a4,loopne 0xfa6,2-byte
e0a5,loopne 0xfa7,2-byte
e0a6,loopne 0xfa8,2-byte
e0a7,loopne 0xfa9,2-byte
e0a8,loopne 0xfaa,2-byte
e0a9,loopne 0xfab,2-byte
e0aa,loopne 0xfac,2-byte
e0ab,loopne 0xfad,2-byte
e0ac,loopne 0xfae,2-byte
e0ad,loopne 0xfaf,2-byte
e0ae,loopne 0xfb0,2-byte
e0af,loopne 0xfb1,2-byte
e0b0,loopne 0xfb2,2-byte
e0b1,loopne 0xfb3,2-byte
e0b2,loopne 0xfb4,2-byte
e0b3,loopne 0xfb5,2-byte
e0b4,loopne 0xfb6,2-byte
e0b5,loopne 0xfb7,2-byte
e0b6,loopne 0xfb8,2-byte
e0b7,loopne 0xfb9,2-byte
e0b8,loopne 0xfba,2-byte
e0b9,loopne 0xfbb,2-byte
e0ba,loopne 0xfbc,2-byte
e0bb,loopne 0xfbd,2-byte
e0bc,loopne 0xfbe,2-byte
e0bd,loopne 0xfbf,2-byte
e0be,loopne 0xfc0,2-byte
e0bf,loopne 0xfc1,2-byte
e0c0,loopne 0xfc2,2-byte
e0c1,loopne 0xfc3,2-byte
e0c2,loopne 0xfc4,2-byte
e0c3,loopne 0xfc5,2-byte
e0c4,loopne 0xfc6,2-byte
e0c5,loopne 0xfc7,2-byte
e0c6,loopne 0xfc8,2-byte
e0c7,loopne 0xfc9,2-byte
e0c8,loopne 0xfca,2-byte
e0c9,loopne 0xfcb,2-byte
e0ca,loopne 0xfcc,2-byte
e0cb,loopne 0xfcd,2-byte
e0cc,loopne 0xfce,2-byte
e0cd,loopne 0xfcf,2-byte
e0ce,loopne 0xfd0,2-byte
e0cf,loopne 0xfd1,2-byte
e0d0,loopne 0xfd2,2-byte
e0d1,loopne 0xfd3,2-byte
e0d2,loopne 0xfd4,2-byte
e0d3,loopne 0xfd5,2-byte
e0d4,loopne 0xfd6,2-byte
e0d5,loopne 0xfd7,2-byte
e0d6,loopne 0xfd8,2-byte
e0d7,loopne 0xfd9,2-byte
e0d8,loopne 0xfda,2-byte
e0d9,loopne 0xfdb,2-byte
e0da,loopne 0xfdc,2-byte
e0db,loopne 0xfdd,2-byte
e0dc,loopne 0xfde,2-byte
e0dd,loopne 0xfdf,2-byte
e0de,loopne 0xfe0,2-byte
e0df,loopne 0xfe1,2-byte
e0e0,loopne 0xfe2,2-byte
e0e1,loopne 0xfe3,2-byte
e0e2,loopne 0xfe4,2-byte
e0e3,loopne 0xfe5,2-byte
e0e4,loopne 0xfe6,2-byte
e0e5,loopne 0xfe7,2-byte
e0e6,loopne 0xfe8,2-byte
e0e7,loopne 0xfe9,2-byte
e0e8,loopne 0xfea,2-byte
e0e9,loopne 0xfeb,2-byte
e0ea,loopne 0xfec,2-byte
e0eb,loopne 0xfed,2-byte
e0ec,loopne 0xfee,2-byte
e0ed,loopne 0xfef,2-byte
e0ee,loopne 0xff0,2-byte
e0ef,loopne 0xff1,2-byte
e0f0,loopne 0xff2,2-byte
e0f1,loopne 0xff3,2-byte
e0f2,loopne 0xff4,2-byte
e0f3,loopne 0xff5,2-byte
e0f4,loopne 0xff6,2-byte
e0f5,loopne 0xff7,2-byte
e0f6,loopne 0xff8,2-byte
e0f7,loopne 0xff9,2-byte
e0f8,loopne 0xffa,2-byte
e0f9,loopne 0xffb,2-byte
e0fa,loopne 0xffc,2-byte
e0fb,loopne 0xffd,2-byte
e0fc,loopne 0xffe,2-byte
e0fd,loopne 0xfff,2-byte
e0fe,loopne 0x1000,2-byte
e0ff,loopne 0x1001,2-byte
e100,loope 0x1002,2-byte
e101,loope 0x1003,2-byte
e102,loope 0x1004,2-byte
e103,loope 0x1005,2-byte
e104,loope 0x1006,2-byte
e105,loope 0x1007,2-byte
e106,loope 0x1008,2-byte
e107,loope 0x1009,2-byte
e108,loope 0x100a,2-byte
e109,loope 0x100b,2-byte
e10a,loope 0x100c,2-byte
e10b,loope 0x100d,2-byte
e10c,loope 0x100e,2-byte
e10d,loope 0x100f,2-byte
e10e,loope 0x1010,2-byte
e10f,loope 0x1011,2-byte
e110,loope 0x1012,2-byte
e111,loope 0x1013,2-byte
e112,loope 0x1014,2-byte
e113,loope 0x1015,2-byte
e114,loope 0x1016,2-byte
e115,loope 0x1017,2-byte
e116,loope 0x1018,2-byte
e117,loope 0x1019,2-byte
e118,loope 0x101a,2-byte
e119,loope 0x101b,2-byte
e11a,loope 0x101c,2-byte
e11b,loope 0x101d,2-byte
e11c,loope 0x101e,2-byte
e11d,loope 0x101f,2-byte
e11e,loope 0x1020,2-byte
e11f,loope 0x1021,2-byte
e120,loope 0x1022,2-byte
e121,loope 0x1023,2-byte
e122,loope 0x1024,2-byte
e123,loope 0x1025,2-byte
e124,loope 0x1026,2-byte
e125,loope 0x1027,2-byte
e126,loope 0x1028,2-byte
e127,loope 0x1029,2-byte
e128,loope 0x102a,2-byte
e129,loope 0x102b,2-byte
e12a,loope 0x102c,2-byte
e12b,loope 0x102d,2-byte
e12c,loope 0x102e,2-byte
e12d,loope 0x102f,2-byte
e12e,loope 0x1030,2-byte
e12f,loope 0x1031,2-byte
e130,loope 0x1032,2-byte
e131,loope 0x1033,2-byte
e132,loope 0x1034,2-byte
e133,loope 0x1035,2-byte
e134,loope 0x1036,2-byte
e135,loope 0x1037,2-byte
e136,loope 0x1038,2-byte
e137,loope 0x1039,2-byte
e138,loope 0x103a,2-byte
e139,loope 0x103b,2-byte
e13a,loope 0x103c,2-byte
e13b,loope 0x103d,2-byte
e13c,loope 0x103e,2-byte
e13d,loope 0x103f,2-byte
e13e,loope 0x1040,2-byte
e13f,loope 0x1041,2-byte
e140,loope 0x1042,2-byte
e141,loope 0x1043,2-byte
e142,loope 0x1044,2-byte
e143,loope 0x1045,2-byte
e144,loope 0x1046,2-byte
e145,loope 0x1047,2-byte
e146,loope 0x1048,2-byte
e147,loope 0x1049,2-byte
e148,loope 0x104a,2-byte
e149,loope 0x104b,2-byte
e14a,loope 0x104c,2-byte
e14b,loope 0x104d,2-byte
e14c,loope 0x104e,2-byte
e14d,loope 0x104f,2-byte
e14e,loope 0x1050,2-byte
e14f,loope 0x1051,2-byte
e150,loope 0x1052,2-byte
e151,loope 0x1053,2-byte
e152,loope 0x1054,2-byte
e153,loope 0x1055,2-byte
e154,loope 0x1056,2-byte
e155,loope 0x1057,2-byte
e156,loope 0x1058,2-byte
e157,loope 0x1059,2-byte
e158,loope 0x105a,2-byte
e159,loope 0x105b,2-byte
e15a,loope 0x105c,2-byte
e15b,loope 0x105d,2-byte
e15c,loope 0x105e,2-byte
e15d,loope 0x105f,2-byte
e15e,loope 0x1060,2-byte
e15f,loope 0x1061,2-byte
e160,loope 0x1062,2-byte
e161,loope 0x1063,2-byte
e162,loope 0x1064,2-byte
e163,loope 0x1065,2-byte
e164,loope 0x1066,2-byte
e165,loope 0x1067,2-byte
e166,loope 0x1068,2-byte
e167,loope 0x1069,2-byte
e168,loope 0x106a,2-byte
e169,loope 0x106b,2-byte
e16a,loope 0x106c,2-byte
e16b,loope 0x106d,2-byte
e16c,loope 0x106e,2-byte
e16d,loope 0x106f,2-byte
e16e,loope 0x1070,2-byte
e16f,loope 0x1071,2-byte
e170,loope 0x1072,2-byte
e171,loope 0x1073,2-byte
e172,loope 0x1074,2-byte
e173,loope 0x1075,2-byte
e174,loope 0x1076,2-byte
e175,loope 0x1077,2-byte
e176,loope 0x1078,2-byte
e177,loope 0x1079,2-byte
e178,loope 0x107a,2-byte
e179,loope 0x107b,2-byte
e17a,loope 0x107c,2-byte
e17b,loope 0x107d,2-byte
e17c,loope 0x107e,2-byte
e17d,loope 0x107f,2-byte
e17e,loope 0x1080,2-byte
e17f,loope 0x1081,2-byte
e180,loope 0xf82,2-byte
e181,loope 0xf83,2-byte
e182,loope 0xf84,2-byte
e183,loope 0xf85,2-byte
e184,loope 0xf86,2-byte
e185,loope 0xf87,2-byte
e186,loope 0xf88,2-byte
e187,loope 0xf89,2-byte
e188,loope 0xf8a,2-byte
e189,loope 0xf8b,2-byte
e18a,loope 0xf8c,2-byte
e18b,loope 0xf8d,2-byte
e18c,loope 0xf8e,2-byte
e18d,loope 0xf8f,2-byte
e18e,loope 0xf90,2-byte
e18f,loope 0xf91,2-byte
e190,loope 0xf92,2-byte
e191,loope 0xf93,2-byte
e192,loope 0xf94,2-byte
e193,loope 0xf95,2-byte
e194,loope 0xf96,2-byte
e195,loope 0xf97,2-byte
e196,loope 0xf98,2-byte
e197,loope 0xf99,2-byte
e198,loope 0xf9a,2-byte
e199,loope 0xf9b,2-byte
e19a,loope 0xf9c,2-byte
e19b,loope 0xf9d,2-byte
e19c,loope 0xf9e,2-byte
e19d,loope 0xf9f,2-byte
e19e,loope 0xfa0,2-byte
e19f,loope 0xfa1,2-byte
e1a0,loope 0xfa2,2-byte
e1a1,loope 0xfa3,2-byte
e1a2,loope 0xfa4,2-byte
e1a3,loope 0xfa5,2-byte
e1a4,loope 0xfa6,2-byte
e1a5,loope 0xfa7,2-byte
e1a6,loope 0xfa8,2-byte
e1a7,loope 0xfa9,2-byte
e1a8,loope 0xfaa,2-byte
e1a9,loope 0xfab,2-byte
e1aa,loope 0xfac,2-byte
e1ab,loope 0xfad,2-byte
e1ac,loope 0xfae,2-byte
e1ad,loope 0xfaf,2-byte
e1ae,loope 0xfb0,2-byte
e1af,loope 0xfb1,2-byte
e1b0,loope 0xfb2,2-byte
e1b1,loope 0xfb3,2-byte
e1b2,loope 0xfb4,2-byte
e1b3,loope 0xfb5,2-byte
e1b4,loope 0xfb6,2-byte
e1b5,loope 0xfb7,2-byte
e1b6,loope 0xfb8,2-byte
e1b7,loope 0xfb9,2-byte
e1b8,loope 0xfba,2-byte
e1b9,loope 0xfbb,2-byte
e1ba,loope 0xfbc,2-byte
e1bb,loope 0xfbd,2-byte
e1bc,loope 0xfbe,2-byte
e1bd,loope 0xfbf,2-byte
e1be,loope 0xfc0,2-byte
e1bf,loope 0xfc1,2-byte
e1c0,loope 0xfc2,2-byte
e1c1,loope 0xfc3,2-byte
e1c2,loope 0xfc4,2-byte
e1c3,loope 0xfc5,2-byte
e1c4,loope 0xfc6,2-byte
e1c5,loope 0xfc7,2-byte
e1c6,loope 0xfc8,2-byte
e1c7,loope 0xfc9,2-byte
e1c8,loope 0xfca,2-byte
e1c9,loope 0xfcb,2-byte
e1ca,loope 0xfcc,2-byte
e1cb,loope 0xfcd,2-byte
e1cc,loope 0xfce,2-byte
e1cd,loope 0xfcf,2-byte
e1ce,loope 0xfd0,2-byte
e1cf,loope 0xfd1,2-byte
e1d0,loope 0xfd2,2-byte
e1d1,loope 0xfd3,2-byte
e1d2,loope 0xfd4,2-byte
e1d3,loope 0xfd5,2-byte
e1d4,loope 0xfd6,2-byte
e1d5,loope 0xfd7,2-byte
e1d6,loope 0xfd8,2-byte
e1d7,loope 0xfd9,2-byte
e1d8,loope 0xfda,2-byte
e1d9,loope 0xfdb,2-byte
e1da,loope 0xfdc,2-byte
e1db,loope 0xfdd,2-byte
e1dc,loope 0xfde,2-byte
e1dd,loope 0xfdf,2-byte
e1de,loope 0xfe0,2-byte
e1df,loope 0xfe1,2-byte
e1e0,loope 0xfe2,2-byte
e1e1,loope 0xfe3,2-byte
e1e2,loope 0xfe4,2-byte
e1e3,loope 0xfe5,2-byte
e1e4,loope 0xfe6,2-byte
e1e5,loope 0xfe7,2-byte
e1e6,loope 0xfe8,2-byte
e1e7,loope 0xfe9,2-byte
e1e8,loope 0xfea,2-byte
e1e9,loope 0xfeb,2-byte
e1ea,loope 0xfec,2-byte
e1eb,loope 0xfed,2-byte
e1ec,loope 0xfee,2-byte
e1ed,loope 0xfef,2-byte
e1ee,loope 0xff0,2-byte
e1ef,loope 0xff1,2-byte
e1f0,loope 0xff2,2-byte
e1f1,loope 0xff3,2-byte
e1f2,loope 0xff4,2-byte
e1f3,loope 0xff5,2-byte
e1f4,loope 0xff6,2-byte
e1f5,loope 0xff7,2-byte
e1f6,loope 0xff8,2-byte
e1f7,loope 0xff9,2-byte
e1f8,loope 0xffa,2-byte
e1f9,loope 0xffb,2-byte
e1fa,loope 0xffc,2-byte
e1fb,loope 0xffd,2-byte
e1fc,loope 0xffe,2-byte
e1fd,loope 0xfff,2-byte
e1fe,loope 0x1000,2-byte
e1ff,loope 0x1001,2-byte
e200,loop 0x1002,2-byte
e201,loop 0x1003,2-byte
e202,loop 0x1004,2-byte
e203,loop 0x1005,2-byte
e204,loop 0x1006,2-byte
e205,loop 0x1007,2-byte
e206,loop 0x1008,2-byte
e207,loop 0x1009,2-byte
e208,loop 0x100a,2-byte
e209,loop 0x100b,2-byte
e20a,loop 0x100c,2-byte
e20b,loop 0x100d,2-byte
e20c,loop 0x100e,2-byte
e20d,loop 0x100f,2-byte
e20e,loop 0x1010,2-byte
e20f,loop 0x1011,2-byte
e210,loop 0x1012,2-byte
e211,loop 0x1013,2-byte
e212,loop 0x1014,2-byte
e213,loop 0x1015,2-byte
e214,loop 0x1016,2-byte
e215,loop 0x1017,2-byte
e216,loop 0x1018,2-byte
e217,loop 0x1019,2-byte
e218,loop 0x101a,2-byte
e219,loop 0x101b,2-byte
e21a,loop 0x101c,2-byte
e21b,loop 0x101d,2-byte
e21c,loop 0x101e,2-byte
e21d,loop 0x101f,2-byte
e21e,loop 0x1020,2-byte
e21f,loop 0x1021,2-byte
e220,loop 0x1022,2-byte
e221,loop 0x1023,2-byte
e222,loop 0x1024,2-byte
e223,loop 0x1025,2-byte
e224,loop 0x1026,2-byte
e225,loop 0x1027,2-byte
e226,loop 0x1028,2-byte
e227,loop 0x1029,2-byte
e228,loop 0x102a,2-byte
e229,loop 0x102b,2-byte
e22a,loop 0x102c,2-byte
e22b,loop 0x102d,2-byte
e22c,loop 0x102e,2-byte
e22d,loop 0x102f,2-byte
e22e,loop 0x1030,2-byte
e22f,loop 0x1031,2-byte
e230,loop 0x1032,2-byte
e231,loop 0x1033,2-byte
e232,loop 0x1034,2-byte
e233,loop 0x1035,2-byte
e234,loop 0x1036,2-byte
e235,loop 0x1037,2-byte
e236,loop 0x1038,2-byte
e237,loop 0x1039,2-byte
e238,loop 0x103a,2-byte
e239,loop 0x103b,2-byte
e23a,loop 0x103c,2-byte
e23b,loop 0x103d,2-byte
e23c,loop 0x103e,2-byte
e23d,loop 0x103f,2-byte
e23e,loop 0x1040,2-byte
e23f,loop 0x1041,2-byte
e240,loop 0x1042,2-byte
e241,loop 0x1043,2-byte
e242,loop 0x1044,2-byte
e243,loop 0x1045,2-byte
e244,loop 0x1046,2-byte
e245,loop 0x1047,2-byte
e246,loop 0x1048,2-byte
e247,loop 0x1049,2-byte
e248,loop 0x104a,2-byte
e249,loop 0x104b,2-byte
e24a,loop 0x104c,2-byte
e24b,loop 0x104d,2-byte
e24c,loop 0x104e,2-byte
e24d,loop 0x104f,2-byte
e24e,loop 0x1050,2-byte
e24f,loop 0x1051,2-byte
e250,loop 0x1052,2-byte
e251,loop 0x1053,2-byte
e252,loop 0x1054,2-byte
e253,loop 0x1055,2-byte
e254,loop 0x1056,2-byte
e255,loop 0x1057,2-byte
e256,loop 0x1058,2-byte
e257,loop 0x1059,2-byte
e258,loop 0x105a,2-byte
e259,loop 0x105b,2-byte
e25a,loop 0x105c,2-byte
e25b,loop 0x105d,2-byte
e25c,loop 0x105e,2-byte
e25d,loop 0x105f,2-byte
e25e,loop 0x1060,2-byte
e25f,loop 0x1061,2-byte
e260,loop 0x1062,2-byte
e261,loop 0x1063,2-byte
e262,loop 0x1064,2-byte
e263,loop 0x1065,2-byte
e264,loop 0x1066,2-byte
e265,loop 0x1067,2-byte
e266,loop 0x1068,2-byte
e267,loop 0x1069,2-byte
e268,loop 0x106a,2-byte
e269,loop 0x106b,2-byte
e26a,loop 0x106c,2-byte
e26b,loop 0x106d,2-byte
e26c,loop 0x106e,2-byte
e26d,loop 0x106f,2-byte
e26e,loop 0x1070,2-byte
e26f,loop 0x1071,2-byte
e270,loop 0x1072,2-byte
e271,loop 0x1073,2-byte
e272,loop 0x1074,2-byte
e273,loop 0x1075,2-byte
e274,loop 0x1076,2-byte
e275,loop 0x1077,2-byte
e276,loop 0x1078,2-byte
e277,loop 0x1079,2-byte
e278,loop 0x107a,2-byte
e279,loop 0x107b,2-byte
e27a,loop 0x107c,2-byte
e27b,loop 0x107d,2-byte
e27c,loop 0x107e,2-byte
e27d,loop 0x107f,2-byte
e27e,loop 0x1080,2-byte
e27f,loop 0x1081,2-byte
e280,loop 0xf82,2-byte
e281,loop 0xf83,2-byte
e282,loop 0xf84,2-byte
e283,loop 0xf85,2-byte
e284,loop 0xf86,2-byte
e285,loop 0xf87,2-byte
e286,loop 0xf88,2-byte
e287,loop 0xf89,2-byte
e288,loop 0xf8a,2-byte
e289,loop 0xf8b,2-byte
e28a,loop 0xf8c,2-byte
e28b,loop 0xf8d,2-byte
e28c,loop 0xf8e,2-byte
e28d,loop 0xf8f,2-byte
e28e,loop 0xf90,2-byte
e28f,loop 0xf91,2-byte
e290,loop 0xf92,2-byte
e291,loop 0xf93,2-byte
e292,loop 0xf94,2-byte
e293,loop 0xf95,2-byte
e294,loop 0xf96,2-byte
e295,loop 0xf97,2-byte
e296,loop 0xf98,2-byte
e297,loop 0xf99,2-byte
e298,loop 0xf9a,2-byte
e299,loop 0xf9b,2-byte
e29a,loop 0xf9c,2-byte
e29b,loop 0xf9d,2-byte
e29c,loop 0xf9e,2-byte
e29d,loop 0xf9f,2-byte
e29e,loop 0xfa0,2-byte
e29f,loop 0xfa1,2-byte
e2a0,loop 0xfa2,2-byte
e2a1,loop 0xfa3,2-byte
e2a2,loop 0xfa4,2-byte
e2a3,loop 0xfa5,2-byte
e2a4,loop 0xfa6,2-byte
e2a5,loop 0xfa7,2-byte
e2a6,loop 0xfa8,2-byte
e2a7,loop 0xfa9,2-byte
e2a8,loop 0xfaa,2-byte
e2a9,loop 0xfab,2-byte
e2aa,loop 0xfac,2-byte
e2ab,loop 0xfad,2-byte
e2ac,loop 0xfae,2-byte
e2ad,loop 0xfaf,2-byte
e2ae,loop 0xfb0,2-byte
e2af,loop 0xfb1,2-byte
e2b0,loop 0xfb2,2-byte
e2b1,loop 0xfb3,2-byte
e2b2,loop 0xfb4,2-byte
e2b3,loop 0xfb5,2-byte
e2b4,loop 0xfb6,2-byte
e2b5,loop 0xfb7,2-byte
e2b6,loop 0xfb8,2-byte
e2b7,loop 0xfb9,2-byte
e2b8,loop 0xfba,2-byte
e2b9,loop 0xfbb,2-byte
e2ba,loop 0xfbc,2-byte
e2bb,loop 0xfbd,2-byte
e2bc,loop 0xfbe,2-byte
e2bd,loop 0xfbf,2-byte
e2be,loop 0xfc0,2-byte
e2bf,loop 0xfc1,2-byte
e2c0,loop 0xfc2,2-byte
e2c1,loop 0xfc3,2-byte
e2c2,loop 0xfc4,2-byte
e2c3,loop 0xfc5,2-byte
e2c4,loop 0xfc6,2-byte
e2c5,loop 0xfc7,2-byte
e2c6,loop 0xfc8,2-byte
e2c7,loop 0xfc9,2-byte
e2c8,loop 0xfca,2-byte
e2c9,loop 0xfcb,2-byte
e2ca,loop 0xfcc,2-byte
e2cb,loop 0xfcd,2-byte
e2cc,loop 0xfce,2-byte
e2cd,loop 0xfcf,2-byte
e2ce,loop 0xfd0,2-byte
e2cf,loop 0xfd1,2-byte
e2d0,loop 0xfd2,2-byte
e2d1,loop 0xfd3,2-byte
e2d2,loop 0xfd4,2-byte
e2d3,loop 0xfd5,2-byte
e2d4,loop 0xfd6,2-byte
e2d5,loop 0xfd7,2-byte
e2d6,loop 0xfd8,2-byte
e2d7,loop 0xfd9,2-byte
e2d8,loop 0xfda,2-byte
e2d9,loop 0xfdb,2-byte
e2da,loop 0xfdc,2-byte
e2db,loop 0xfdd,2-byte
e2dc,loop 0xfde,2-byte
e2dd,loop 0xfdf,2-byte
e2de,loop 0xfe0,2-byte
e2df,loop 0xfe1,2-byte
e2e0,loop 0xfe2,2-byte
e2e1,loop 0xfe3,2-byte
e2e2,loop 0xfe4,2-byte
e2e3,loop 0xfe5,2-byte
e2e4,loop 0xfe6,2-byte
e2e5,loop 0xfe7,2-byte
e2e6,loop 0xfe8,2-byte
e2e7,loop 0xfe9,2-byte
e2e8,loop 0xfea,2-byte
e2e9,loop 0xfeb,2-byte
e2ea,loop 0xfec,2-byte
e2eb,loop 0xfed,2-byte
e2ec,loop 0xfee,2-byte
e2ed,loop 0xfef,2-byte
e2ee,loop 0xff0,2-byte
e2ef,loop 0xff1,2-byte
e2f0,loop 0xff2,2-byte
e2f1,loop 0xff3,2-byte
e2f2,loop 0xff4,2-byte
e2f3,loop 0xff5,2-byte
e2f4,loop 0xff6,2-byte
e2f5,loop 0xff7,2-byte
e2f6,loop 0xff8,2-byte
e2f7,loop 0xff9,2-byte
e2f8,loop 0xffa,2-byte
e2f9,loop 0xffb,2-byte
e2fa,loop 0xffc,2-byte
e2fb,loop 0xffd,2-byte
e2fc,loop 0xffe,2-byte
e2fd,loop 0xfff,2-byte
e2fe,loop 0x1000,2-byte
e2ff,loop 0x1001,2-byte
e300,jrcxz 0x1002,2-byte
e301,jrcxz 0x1003,2-byte
e302,jrcxz 0x1004,2-byte
e303,jrcxz 0x1005,2-byte
